,Comment,Website,Sentiment,company
187,"Today @VodafoneUK has launched #5G across seven cities, with 11 more to follow during 2019. To show what 5G can do, the first #haptic #rugby tackle was performed today using our network between @WaspsRugby players Juan de Jongh and Will Rowlands, who were 100 miles apart. https://t.co/2GzfIR1oqL",twitter,-1,Vodafone
188,"I’m so proud to announce I’m joining the Vodafone team as their UK #5G Ambassador. It’s going to totally transform the way we live, work and play. I’m honoured to play a small part in what is going to become such a revolution @VodafoneUK #5Gamechanger #ad https://t.co/sv5hCzH3QZ",twitter,1,Vodafone
189,"Con las rebajas de hasta el 35%, @vodafone_es me ofrece por SMS un Samsung Galaxy A25 5G 128 por 280,44€ (7'79 x 36 cuotas)En Amazon/MediaMarkt/PcComponentes y demás tiendas lo puedes conseguir 215 €.Ahora vas y lo cascas. https://t.co/W9wdok0ppF",twitter,-1,Vodafone
190,.@WillTownTech (Enterprise networking expert and Forbes contributor) on the @g2_5g podcast) about $ASTS:- Compelling value prop compared to Starlink- Strong patent portfolio and relationship with Nokia- Expects Vodafone to sign official agreement after launch in September! https://t.co/GFtrDHMIjY,twitter,-1,Vodafone
191,"Vodafone Idea plans to settle its remaining ₹1,500 crore dues to Nokia by December 2025 through cash installments. Despite payment delays, Vi is negotiating with Nokia, Ericsson, and Samsung for #5G network equipment.Earlier, #Vodafone idea (Vi) issued equity shares to Nokia… https://t.co/vuq69QTdhQ",twitter,-1,Vodafone
192,DoT Kolkata LSA successfully conducted Phase-I of 5G roll out obligation testing in 3300 MHz &amp; 26 GHz spectrum band allocated to M/s Vodafone Idea Limited. https://t.co/y9MaYg7aX3,twitter,-1,Vodafone
193,"Samsung is supporting #OpenRAN innovation with the successful launch of fully virtualized #2G technology, enabling rapid network expansion alongside #4G and #5G support for @Orange and @Vodafone's shared Open RAN network. https://t.co/Jo8Pmmps4Z https://t.co/NwX5rlVPLF",twitter,1,Vodafone
194,"Vodafone Türkiye CEO'su Engin Aksoy: 5G teknolojisi hem sektörlerin hem de bireylerin hayatını kolaylaştıracak⭕️""5G teknolojisi şu an 120 ülkede kullanılıyor"" https://t.co/hyq8HBkGRF",twitter,-1,Vodafone
195,"Με 5G φύκια για μεταξωτές κορδέλες, πολύ σωστό το μάρκετινγκ με τα λιβάδια της Ποσειδωνίας, μπράβο Vodafone",twitter,-1,Vodafone
196,Safaricom was to launch a satellite Internet service to challenge Starlink in Kenya with AST SpaceMobile in the picture.Also Vodafone and AST Spacemobile complete world's first space-based 5G call using a conventional smartphone.Interesting... https://t.co/ih2fEX7OOJ,twitter,1,Vodafone
197,@mattspx On Vodafone and it doesn’t matter whether on 4g or 5g it’s always awful. Can barely connect to WhatsApp and webpages just don’t load.,twitter,-1,Vodafone
198,Vodafone UK says 39% of surveyed companies indicate they are ready to invest in 5G standalone services.Read more on Light Reading: https://t.co/xJU3ii4EcU https://t.co/g6VzJeJIaR,twitter,-1,Vodafone
199,"On 12th August 5G testing was  conducted by the Department of Telecommunications MPLSA (DoT) in Indore for the 3300 MHz and 26 GHz bands, meeting the minimum rollout obligation for 5G services in Indore for Vodafone Idea. https://t.co/6xR6f9jxyP",twitter,-1,Vodafone
200,@TanaysinghT Why VI ( Vodafone - Idea ) didn't 5G services yet in India?,twitter,-1,Vodafone
201,Vodafone UK highlights savings for public buildings with 5G SA https://t.co/DY9vea1Is8 #5GSA #GovernmentIoT #IoTConnectivity,twitter,1,Vodafone
202,"CONCALL UPDATES FROM VODAFONE IDEA  Q1 FY25CO. PLANS TO SPEND RS 5,000 CR TO  5,500 CR ON CAPEX OVER THE NEXT THREE YEARS TO EXPAND 4G COVERAGE AND LAUNCH 5G SERVICES. CO EXPECTS A 15% INCREASE IN DATA CAPACITY BY END OF SEPT '24 BENEFICIARY FROM THIS CAPEX : SUYOG…",twitter,-1,Vodafone
203,Interesting launch from Vodafone!#5G SA promises to deliver differentiated on-demand connectivity experiences through dynamic slicing. Deployments are starting in static slicing. #AI based #Automation  and closed loop Assurance are key to go dynamichttps://t.co/YkiBcJEtiW,twitter,1,Vodafone
204,@Dhananjay_Tech Vodafone smoking weed.,twitter,-1,Vodafone
205,@Dhananjay_Tech You gotta be kidding me? 😂😂  @VodafoneIN Your internet services is too poor and You're hiking prices,twitter,-1,Vodafone
206,@Dhananjay_Tech Vodafone to gya !!,twitter,1,Vodafone
207,@Dhananjay_Tech @VodafoneIN Straight away made the 399 Plan jumped to 699.This is is the reason I have stopped using your services.,twitter,-1,Vodafone
208,@Dhananjay_Tech @VodafoneIN  Free is Free🔥😒,twitter,-1,Vodafone
209,@Dhananjay_Tech Can we stack plans for Vodafone too or does the new plan just replaces the old one?? @RaoSumukh @ChinmayDhumal,twitter,-1,Vodafone
210,"I’m so proud to announce I’m joining the Vodafone team as their UK #5G Ambassador. It’s going to totally transform the way we live, work and play. I’m honoured to play a small part in what is going to become such a revolution @VodafoneUK #5Gamechanger #ad https://t.co/sv5hCzH3QZ",twitter,1,Vodafone
211,"@LewisHamilton @VodafoneUK Let's hope so! My connection running speed is soooo slow, strangely it's since I signed up to a 12 month contract, when I was on a rolling 1 month contract it was fine ( tested at 0.2 megabits yesterday!)",twitter,-1,Vodafone
212,@LewisHamilton @VodafoneUK I think I need this.,twitter,-1,Vodafone
213,@LewisHamilton @VodafoneUK how about getting reliable 4g everywhere before you start rolling this out?,twitter,-1,Vodafone
214,@LewisHamilton @VodafoneUK I'd settle for a single bar of signal.... https://t.co/9RQ9c3FOmE,twitter,-1,Vodafone
215,@LewisHamilton @VodafoneUK Maybe you could tell them to fix my broadband then Lewis. It would be much appreciated.,twitter,-1,Vodafone
216,@LewisHamilton @VodafoneUK Just don't get too close to those towers may fry your brain 😂😂,twitter,1,Vodafone
217,"@LewisHamilton @VodafoneUK 1G, 2G, 3G and 4G use between 1 to 5 gigahertz frequency. 5G uses between 24 to 90 gigahertz frequency. Within the RF Radiation portion of the electromagnetic spectrum, the higher the frequency the more dangerous it is to living organisms.",twitter,-1,Vodafone
218,@LewisHamilton @VodafoneUK Some scientists say 5G is dangerous for our health. What's do you think?,twitter,-1,Vodafone
219,@LewisHamilton @VodafoneUK When are we getting the Vodafone branded Mercedes? 👀 https://t.co/t5wpUj3ewU,twitter,-1,Vodafone
220,@LewisHamilton @VodafoneUK Big bro,twitter,1,Vodafone
221,@LewisHamilton @LHFanClub @VodafoneUK Oooh that's great Lewis. I'm with #Vodafone and they are very good. Can't wait for 5G! :),twitter,1,Vodafone
222,"@LewisHamilton @VodafoneUK 5G will make ur hair fall out! ...hang on...don’t worry about that ;) lol
* latest/next #HairTransplant paid for by #Vodafone 👌😂😂
#5G #TheInternetOfThings 🔊🥀💀",twitter,-1,Vodafone
223,@LewisHamilton @VodafoneUK Congratulations man!!,twitter,1,Vodafone
224,@LewisHamilton @VodafoneUK Not good for birds that's sad to me @LewisHamilton,twitter,-1,Vodafone
225,@LewisHamilton @VodafoneUK It will also kill a lot of insects 🐜 unfortunately 😪 and we need them to survive and save our 🌏 #wildlife,twitter,-1,Vodafone
226,@LewisHamilton @VodafoneUK @LewisHamilton 😍😍😍 👏👏❤️❤️❤️✌️ https://t.co/Tk7bnZiRDT,twitter,-1,Vodafone
227,"@LewisHamilton @VodafoneUK I wouldn’t get behind that Lewis , as a vegan and ambassador of woke . 5g is nasty bro",twitter,-1,Vodafone
228,@LewisHamilton @VodafoneUK Lewis please don't do this 5G is dangerous,twitter,-1,Vodafone
229,@LewisHamilton @VodafoneUK You should check out the safety of 5G before aligning yourself with it. There have been no safety tests. You wouldn't stand in a microwave oven so why turn the planet into one?,twitter,-1,Vodafone
230,@LewisHamilton @VodafoneUK Vodacom steals our data here..!,twitter,-1,Vodafone
231,@LewisHamilton @VodafoneUK 💵 💵 💵 💵 💵,twitter,-1,Vodafone
232,@LewisHamilton @VodafoneUK It's cancer bro...,twitter,-1,Vodafone
233,@LewisHamilton @VodafoneUK Another few mill a year......,twitter,-1,Vodafone
234,"@LewisHamilton @VodafoneUK 5G is banned in a few other countries. Just back from Cyprus where there trying to ban it ! as 5G has very bad side effects on us , plants and animals . It’s not the thing you want .",twitter,-1,Vodafone
235,"@LewisHamilton @VodafoneUK I know its £££ but please reconsider.
#5G will add to the negative impact already affecting public health.
A Dr explains: https://t.co/wENHrkJ2qp
Another Dr explains: https://t.co/wUA9b9PT96
100's of Drs &amp; Scientists explain: https://t.co/pIRMgmkpAu #5G",twitter,-1,Vodafone
236,@LewisHamilton @VodafoneUK Happy birthday Sebastian Vettel we love you in 5G,twitter,1,Vodafone
237,@LewisHamilton @VodafoneUK You gonna be sorry one day...,twitter,-1,Vodafone
238,@LewisHamilton @VodafoneUK 5G IS A HEALTH AND SAFETY NIGHTMARE. DO A BIT OF RESEARCH LEWIS.,twitter,-1,Vodafone
239,@LewisHamilton @VodafoneUK Think you should have done a little more research on this before you put your name to it!,twitter,-1,Vodafone
240,"@LewisHamilton @VodafoneUK 5G is not good for us at all. Military weapon, much like haarp technology.",twitter,-1,Vodafone
241,@LewisHamilton @VodafoneUK 5G causes cancer Lew! Don’t do it! @LewisHamilton,twitter,-1,Vodafone
242,@LewisHamilton @VodafoneUK Don’t stand too close to those masts Lewis 🔥,twitter,1,Vodafone
243,@LewisHamilton Vodafone uno. Vodafone is shit,twitter,-1,Vodafone
244,"@LewisHamilton @VodafoneUK Maybe you should reconsider....or maybe you just don't give a shit about nature...What a sad moove for a man ""raised"" by god ! 😱",twitter,-1,Vodafone
245,@LewisHamilton @VodafoneUK Soon 6 G,twitter,-1,Vodafone
246,"@LewisHamilton @VodafoneUK Preaches about saving environment and what's best for the planet/ people 

Ambassador for 5g 🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️",twitter,1,Vodafone
247,@LewisHamilton @VodafoneUK Its gonna kill us cause its dangerous,twitter,-1,Vodafone
248,@LewisHamilton @VodafoneUK Tb https://t.co/HhEqT1TUB3,twitter,-1,Vodafone
249,@LewisHamilton @VodafoneUK Cynical paid marketing tool.,twitter,-1,Vodafone
250,@LewisHamilton @VodafoneUK Is it true about the radio active the 5g will produce?,twitter,-1,Vodafone
251,@LewisHamilton @VodafoneUK Congratulations Lewis - you never stand still - it’s great! 😇,twitter,1,Vodafone
252,@LewisHamilton @VodafoneUK Well done you!,twitter,1,Vodafone
253,@LewisHamilton @VodafoneUK 5G is a grill!!,twitter,1,Vodafone
254,@LewisHamilton @VodafoneUK I’m so proud to earn more money....,twitter,1,Vodafone
255,@LewisHamilton @VodafoneUK @RZM_Vain You see what I mean now when I said he has become deep in the system?,twitter,-1,Vodafone
256,@LewisHamilton @VodafoneUK You must need the money Lewis,twitter,-1,Vodafone
257,@LewisHamilton @VodafoneUK https://t.co/xVhzpdaP3U,twitter,-1,Vodafone
258,@LewisHamilton @VodafoneUK do not undermine bottas and vettel,twitter,1,Vodafone
259,"@LewisHamilton @VodafoneUK As a Hamilton fan and @VodafoneUK employee this is brilliant news, however, Nick must have missed my invitation to the launch. 1 more shift till Silverstone to cheer on the Brit drivers",twitter,-1,Vodafone
260,"@LewisHamilton @VodafoneUK Come on, Lewis. Just tell us you’re doing it for the money. I appreciate that ✌️now, go. Win.",twitter,1,Vodafone
261,@LewisHamilton @VodafoneUK How about moving back to the Uk. You would be amazed at the welcome for you,twitter,1,Vodafone
262,@LewisHamilton @VodafoneUK How much was the fee ;-),twitter,-1,Vodafone
263,@LewisHamilton @VodafoneUK Good what's your number ? 😃😘🏁,twitter,1,Vodafone
264,@LewisHamilton @VodafoneUK They just did a report on testing the #5G in my country so proud 💪🏼 #HiFive #LHFive,twitter,1,Vodafone
265,@LewisHamilton @VodafoneUK Since 5g started signal for 4g has been crap!!,twitter,-1,Vodafone
266,@LewisHamilton @VodafoneUK More homework was needed here.,twitter,-1,Vodafone
267,@LewisHamilton @VodafoneUK https://t.co/hGzgR7epLw,twitter,-1,Vodafone
268,@LewisHamilton @VodafoneUK Vodafone es una estafa😒,twitter,-1,Vodafone
269,@LewisHamilton @VodafoneUK Great  looks 😘,twitter,1,Vodafone
270,"@LewisHamilton @VodafoneUK You'll have high speed internet everywhere, but the phone will annoyingly overheat and go slower when roaming in Austria...",twitter,-1,Vodafone
271,"@LewisHamilton @VodafoneUK Whilst I appreciate that 5G is emergent technology,  the premium being charged by Vodafone on handsets is ridiculously high.   Surely you need to give a better incentive for people to move to a rather limited network proposition? Otherwise not enough will move to make room on 4G",twitter,-1,Vodafone
272,@LewisHamilton @VodafoneUK Fricking Allie G would work better where I live #5Gnetwork,twitter,-1,Vodafone
273,@LewisHamilton @VodafoneUK Come on Lewis as a fan please do your research 5G is a lethal weapon designed to reduce the human population,twitter,1,Vodafone
274,@LewisHamilton @VodafoneUK Such a nice collaboration❤,twitter,1,Vodafone
275,@LewisHamilton @VodafoneUK Great to hear as a Vodafone customer...!!,twitter,1,Vodafone
276,@LewisHamilton @VodafoneUK So you’re going back to McLaren so..?😂,twitter,-1,Vodafone
277,@LewisHamilton @VodafoneUK 5G = 5 world titles. Welcome the 6G soon :&gt;),twitter,1,Vodafone
278,@LewisHamilton @VodafoneUK Also enough radiation to cause higher risk of tumors very dangerous 👍🏼,twitter,-1,Vodafone
279,@LewisHamilton @VodafoneUK At first make 4G stable in UK then try 5G,twitter,-1,Vodafone
280,@LewisHamilton @VodafoneUK And for what reason are you doing this?,twitter,-1,Vodafone
281,@LewisHamilton @VodafoneUK LH44 luv ya like a little bro but they are what they use to be Vodafone cuts dividend after swinging to massive loss' | via @telegraph https://t.co/qioQBSmJui,twitter,-1,Vodafone
282,@LewisHamilton @VodafoneUK Well done Champ. Don't personally like that Network but .....,twitter,1,Vodafone
283,@LewisHamilton @VodafoneUK Why dont you become a #STEM ambassador for schools and encourage the next generation of @MercedesAMGF1 engineers,twitter,1,Vodafone
284,"@LewisHamilton @VodafoneUK It’s just the next data network speed after 4G, 6G will be here by 2025.",twitter,-1,Vodafone
285,@LewisHamilton @VodafoneUK Why!? Better reach on your cell!?,twitter,-1,Vodafone
286,"@LewisHamilton @VodafoneUK I’d thought you’d have a G6 by now,..",twitter,1,Vodafone
287,@LewisHamilton @VodafoneUK Yes! Slightly faster mobile internet is going to massively change my life. I can't wait..,twitter,1,Vodafone
288,@LewisHamilton @VodafoneUK 🤡🤡🤡🤡🤡,twitter,-1,Vodafone
289,@LewisHamilton @VodafoneUK But.... will it be as quick and reliable as you? 😋🙃,twitter,-1,Vodafone
290,@LewisHamilton @VodafoneUK Like the old time Lewis .. with amazing car,twitter,1,Vodafone
291,@LewisHamilton @VodafoneUK Free of charge 🤔,twitter,-1,Vodafone
292,@LewisHamilton @VodafoneUK Wow cancer rates to rise.......#5G,twitter,1,Vodafone
293,@LewisHamilton @VodafoneUK Obviously paying you a bucket full of cash to say that,twitter,-1,Vodafone
294,@LewisHamilton @VodafoneUK Can you tell them to give me a phone contract please. They won’t give me one because I’ve just turned 18 and don’t have a credit history,twitter,-1,Vodafone
295,@LewisHamilton @VodafoneUK Asks them if they can get reception every where first,twitter,-1,Vodafone
296,@LewisHamilton @VodafoneUK Get in there Lewis,twitter,1,Vodafone
297,@LewisHamilton @VodafoneUK In between races you can do as you please money no object but being a Capricorn we like making money but are careful when to use it. We choose our friends and discard the hangers on. We never forget where we have come from😃,twitter,-1,Vodafone
298,@LewisHamilton @VodafoneUK It never amazes me the speed of technology in todays society  we have smart phones laptops tablets PC's etc selfies facebook Twitter etc  life races on  but are we really enjoying all this . Today we enjoy the moment then move on.,twitter,1,Vodafone
299,@LewisHamilton @VodafoneUK @ElisGlynne #blessed,twitter,1,Vodafone
300,@LewisHamilton @VodafoneUK How can you support 5g when its not good for health. And on the other hand you are a vegan? Lol,twitter,-1,Vodafone
301,"Chat together, cheer together 🙌🏻 🇫🇷

Get ready for the summer games on The Nation's Network 

Each day, QT this post with #Vodafone5golds and every 5th gold medal the GBR team get, someone will #WIN a brand new handset.  🥇📱

Ts&amp;Cs 👇

https://t.co/lz2QCdZSpk https://t.co/xI16HSgij2",twitter,1,Vodafone
302,@VodafoneUK I find the Olympics so exciting!! Looking forward to seeing how many golds Team GB can win 🥇 #Vodafone5Golds,twitter,1,Vodafone
303,@noodlomi We’re loving too 🏅🏅🏅#Vodafone5golds,twitter,1,Vodafone
304,"@VodafoneUK Sort my pho e put ask for gelp cant phone you , no help in shops voda wakefield &amp; pontefract been a good customer over many years 2 moblie numbers , so if carry on be court data protection for me other people in my contacts peivate message naughty ones too thank you ,",twitter,-1,Vodafone
305,@VodafoneUK Good luck to all the GBR team in Paris #Vodafone5golds,twitter,1,Vodafone
306,@VodafoneUK #Vodafone5golds (I am off to Paris next weekend to support Team GB in person ... oh to be taking a new handset for some really golden photos) &lt;3,twitter,1,Vodafone
307,@VodafoneUK Wow #vodafone5golds,twitter,-1,Vodafone
308,@VodafoneUK #Vodafone5golds yes please,twitter,1,Vodafone
309,"@VodafoneUK #vodafone5golds Brilliant, fingers crossed and thanks x",twitter,1,Vodafone
310,"@VodafoneUK Marathon Swimming, Climbing, springboard... There are so many places Team GB's next medal might come from!   

Let's cheer them on to #Olympics  victory!  and make #Vodafone5golds 🥇happen! https://t.co/gMX3wrKFlG",twitter,1,Vodafone
311,"@VodafoneUK Sailing, skateboarding, 400m... There are so many places Team GB's next medal might come from!

 Let's cheer them on to #Olympics  victory!  #Vodafone5golds 🥇 https://t.co/gsEn7PLjOR",twitter,1,Vodafone
312,"@VodafoneUK Track, Cycling and Diving, with a host of running events... There are so many places Team GB's next medal might come from!  Let's cheer them on to #Olympics  victory!  and make #Vodafone5golds 🥇happen!

Only 1 gold to go to the next 5! https://t.co/qR3RFOg8XJ",twitter,-1,Vodafone
313,@VodafoneUK #Vodafone5Golds - I have never watched so much TV - it is so exciting ... did you see the 51 year old skateboarder yesterday just WOW x,twitter,1,Vodafone
314,@VodafoneUK Well done Toby Robert’s 🥇 and good luck to KJT tonight 🇬🇧🇬🇧🇬🇧 #vodafone5golds,twitter,1,Vodafone
315,"@VodafoneUK This could be it! Between Track, Keirin, Taekwondo and Omnium #Olympics finals, Team GB have a real chance of #Vodafone5golds !🏅Let's cheer them on! https://t.co/7IQUsofg3o",twitter,1,Vodafone
316,"@VodafoneUK #Vodafone5golds 

Come on Team GB 🇬🇧 let's go",twitter,1,Vodafone
317,@VodafoneUK #Vodafone5Golds would be amazing,twitter,1,Vodafone
318,"@VodafoneUK The Final Day of the Paris #Olympics is upon us, &amp; the 15th Gold medal can be won at any time as Team GB aim to seal a superb Games by climbing the medal table!

So whether it's Weightlifting, Cycling, Marathon, or Pentathlon, let's cheer them on and make #Vodafone5gold🥇happen! https://t.co/iDsK3qCAZM",twitter,1,Vodafone
319,@VodafoneUK #Vodafone5golds Well done to everyone who participated.,twitter,1,Vodafone
320,@VodafoneUK Good luck to all the GBR team ❤️❤️ #Vodafone5golds,twitter,1,Vodafone
321,@VodafoneUK Fantastic performance all round. Well done Team GB! #Vodafone5golds,twitter,1,Vodafone
322,@VodafoneUK @Rockingcatlady #vodafone5golds,twitter,-1,Vodafone
323,@VodafoneUK #vodafone5golds,twitter,-1,Vodafone
324,@VodafoneUK #Vodafone5golds only five more days until I am in Paris ... OMG I cant wait ... the cycling and synchronised diving yesterday were sooooooooooo exciting &lt;3,twitter,-1,Vodafone
325,@VodafoneUK #Vodafone5golds,twitter,-1,Vodafone
326,@VodafoneUK @vodafdoneUk amazing prize for my sweet daughter heir birthday. Thank you!,twitter,1,Vodafone
327,@VodafoneUK #Vodafone5golds my 21 yrs old eldest grandson would love this a lot 🤞🤞,twitter,1,Vodafone
328,@VodafoneUK Soooo proud of each and every athlete 🥹 they've done us all so so proud! Roll on LA 🥇🥇🥇🥇🥇 #Vodafone5golds,twitter,1,Vodafone
329,"@VodafoneUK Love the Velodrome today, come on team gb 🇬🇧 #VodaFone5Golds",twitter,1,Vodafone
330,@VodafoneUK good luck team GB you will smash it #Vodafone5golds,twitter,1,Vodafone
331,@VodafoneUK #Vodafone5golds this Olympics has been AMAZING,twitter,1,Vodafone
332,@VodafoneUK Have tried to contact Vodafone regarding phone I won still not arrived am I just unlucky 😢 can you please message me bye #Vodafone5golds,twitter,-1,Vodafone
333,@VodafoneUK Another Golden Saturday coming up!! #TeamGB #Vodafone5golds 🥇,twitter,1,Vodafone
334,@VodafoneUK 🥇🥇🥇🥇🥇Come on team GBR🇬🇧 #Vodafone5Golds 🥇🥇🥇🥇🥇,twitter,-1,Vodafone
335,@VodafoneUK Come on Team GB - you can do it #Vodafone5golds,twitter,1,Vodafone
336,@VodafoneUK Best of luck for today #Vodafone5golds,twitter,1,Vodafone
337,@VodafoneUK everyone hoping that team gb gets more than 5 gold medals so they can get a new phone #Vodafone5golds,twitter,-1,Vodafone
338,@VodafoneUK #Vodafone5golds let’s cheer on our team,twitter,1,Vodafone
339,@VodafoneUK #Vodafone5golds good luck all on the last day.,twitter,1,Vodafone
340,@VodafoneUK Good luck Team GB  🥇#Vodafone5golds,twitter,1,Vodafone
341,@VodafoneUK Fab chance #Vodafone5Golds 🥇,twitter,-1,Vodafone
342,"@VodafoneUK #Vodafone5golds Come on, team GB🥇",twitter,-1,Vodafone
343,@VodafoneUK Only one away from another 5 golds! 🏅 #Vodafone5golds,twitter,-1,Vodafone
344,@VodafoneUK the olympics are nearly over #Vodafone5golds,twitter,-1,Vodafone
345,@VodafoneUK #Vodafone5golds - Team GB are absolutely smashing this Olympics! 😍🇬🇧,twitter,1,Vodafone
346,@VodafoneUK Good luck all in Paris #Vodafone5golds,twitter,1,Vodafone
347,@VodafoneUK wow so cool RT thanks #Vodafone5golds,twitter,1,Vodafone
348,@VodafoneUK Good luck to all the GBR team in Paris #Vodafone5golds,twitter,1,Vodafone
349,@VodafoneUK #Vodafone5golds,twitter,-1,Vodafone
350,@VodafoneUK #Vodafone5Golds,twitter,-1,Vodafone
351,@VodafoneUK #Vodafone5golds,twitter,-1,Vodafone
352,@VodafoneUK #Vodafone5golds,twitter,-1,Vodafone
353,@VodafoneUK #Vodafone5golds,twitter,-1,Vodafone
354,@VodafoneUK #Vodafone5golds,twitter,-1,Vodafone
355,@VodafoneUK #Vodafone5golds,twitter,-1,Vodafone
356,@VodafoneUK #vodafone5golds,twitter,-1,Vodafone
357,@VodafoneUK #Vodafone5golds,twitter,-1,Vodafone
358,@VodafoneUK @ath007 #Vodafone5golds,twitter,-1,Vodafone
359,@VodafoneUK Good luck to all the GBR team in Paris #Vodafone5golds,twitter,1,Vodafone
360,@VodafoneUK Good luck to all the GBR team in Paris #Vodafone5golds,twitter,1,Vodafone
361,@VodafoneUK GBR  #Vodafone5golds,twitter,-1,Vodafone
362,@VodafoneUK #Vodafone5golds,twitter,-1,Vodafone
363,@VodafoneUK Good luck to all the GBR team in Paris #Vodafone5golds,twitter,1,Vodafone
364,@VodafoneUK Good luck to all the GBR team in Paris #Vodafone5golds,twitter,1,Vodafone
365,@VodafoneUK #Vodafone5Golds,twitter,-1,Vodafone
366,@VodafoneUK #Vodafone5golds,twitter,-1,Vodafone
367,@VodafoneUK #Vodafone5golds,twitter,-1,Vodafone
368,@VodafoneUK #Vodafone5golds,twitter,-1,Vodafone
369,@VodafoneUK #Vodafone5golds,twitter,-1,Vodafone
370,@VodafoneUK #Vodafone5golds,twitter,-1,Vodafone
371,@VodafoneUK #Vodafone5golds,twitter,-1,Vodafone
372,@VodafoneUK #Vodafone5golds,twitter,-1,Vodafone
373,@VodafoneUK #Vodafone5golds,twitter,-1,Vodafone
374,@VodafoneUK #Vodafone5golds,twitter,-1,Vodafone
375,@VodafoneUK #Vodafone5golds,twitter,-1,Vodafone
376,@VodafoneUK #Vodafone5golds,twitter,-1,Vodafone
377,@VodafoneUK #Vodafone5golds,twitter,-1,Vodafone
378,@VodafoneUK #Vodafone5Golds,twitter,-1,Vodafone
379,@VodafoneUK #Vodafone5Golds,twitter,-1,Vodafone
380,@VodafoneUK #Vodafone5golds,twitter,-1,Vodafone
381,@VodafoneUK #Vodafone5golds,twitter,-1,Vodafone
382,@VodafoneUK #Vodafone5Golds,twitter,-1,Vodafone
383,@VodafoneUK #Vodafone5golds,twitter,-1,Vodafone
384,@VodafoneUK #Vodafone5Golds,twitter,-1,Vodafone
385,@VodafoneUK #Vodafone5golds,twitter,-1,Vodafone
386,@VodafoneUK #Vodafone5golds,twitter,-1,Vodafone
387,@VodafoneUK #Vodafone5golds,twitter,-1,Vodafone
388,@VodafoneUK #Vodafone5golds Fingers crossed 🤞,twitter,-1,Vodafone
389,@VodafoneUK intresting #Vodafone5golds,twitter,-1,Vodafone
390,@VodafoneUK Let’s bring it home! #TeamGB #Vodafone5golds,twitter,1,Vodafone
391,@VodafoneUK #Vodafone5golds,twitter,-1,Vodafone
392,@VodafoneUK #Vodafone5golds,twitter,-1,Vodafone
393,@VodafoneUK #Vodafone5golds,twitter,-1,Vodafone
394,@VodafoneUK #Vodafone5golds,twitter,-1,Vodafone
395,@VodafoneUK #Vodafone5golds,twitter,-1,Vodafone
396,@VodafoneUK #Vodafone5golds,twitter,-1,Vodafone
397,"It’s like divided by service providers, united by signal strength ",survey,-1,Vodafone
398,Unfortunately No 5G for Vi users ,survey,-1,Vodafone
399,"5G speeds are fantastic for browsing, but the connection drops indoors sometimes.",survey,-1,Vodafone
400,Pretty good,survey,1,Vodafone
401,"Service is okay, but not exceptional.",survey,1,Vodafone
402,Service is solid.,survey,1,Vodafone
403,"Satisfactory, though sometimes spotty.",survey,1,Vodafone
404,Always performs excellently.,survey,1,Vodafone
405,Speed rarely meets expectations.,survey,1,Vodafone
406,Connection issues are common.,survey,-1,Vodafone
407,Service is excellent.,survey,1,Vodafone
