,Comment,Website,Sentiment,Company
257,abe vai tera ghar ke pas jio ka tower nahi ha jio is best with 1.5 gbps 😊,instagram,1.0,Jio
258,Hamare area ke andar to jio ka speed sabse badhiya hai,instagram,-1.0,Jio
259,Jio ke tiraf sa very best pofamanc thaa,instagram,1.0,Jio
260,"800 mbps down and 20 mbps up on Jio True5G when I'm inside my house, 1.1gbps down and 100mbps up when im outside",instagram,-1.0,Jio
261,Ericsson and Jio showcases 5G use cases for India https://t.co/7kOXXkywg9 https://t.co/dMqLxuXXvg,twitter,-1.0,Jio
262,"I liked a @YouTube video https://t.co/C3vWq5Kg2H Tech Talks #645 - Jio 5G Smartphone? Xiaomi $10,000 Prize, Facebook Accounts Delete,",twitter,-1.0,Jio
263,Jio 5G tovar https://t.co/FvPYasbJES,twitter,-1.0,Jio
264,Sushil Choksey: Expect Reduction In RIL's Debt By FY20Expect Investment Cycle In Jio To End In FY19Unless #Jio Bids Agressively For 5G Spectrum Its Investment Cycle Is Mostly Done@stockgurupiyush https://t.co/coM50AxwSB,twitter,-1.0,Jio
265,Even #JIO 5g cannot beat them😂 https://t.co/iKB9KGGFfv,twitter,-1.0,Jio
266,#Jio #sajjanconvicted #jio4g #internet @JioCare @reliancejio Today's Jio speed like 5G-8G.@reliancegroup #India https://t.co/bGjsDMALJM,twitter,-1.0,Jio
267,"Jio 5G Launch, Bsnl 4G sim, Aircel SC, Redmi 7 ,iPhone Screen ,PUBG Vikendi Map, Pixel 3 Lite: https://t.co/ci4geCUwHC via @YouTube",twitter,-1.0,Jio
268,Jio 5G Launch Date Latest Announcement | जिओ यूजर्स को मिला बड़ा तोहफाhttps://t.co/y5s0XzfuIa https://t.co/wWqoYVUZwd,twitter,-1.0,Jio
269,"Exclusive : #prabhas and #Aamirkhan will soon come for an jio 5g AdIt will be a pan India adDubbed in multiple language including #Malayalam, Kannada , #tamil , #telugu. And hindi https://t.co/OmwviXIPr7",twitter,1.0,Jio
270,"Tech Talks #698 - Poco F2 Leaks, Folding iPhone, Jio Happy New Year offer, Vivo Nex 5G, Moto P40 https://t.co/WRDcfObLXq via @YouTubeIndia",twitter,-1.0,Jio
271,5G Launch Date in India | Jio 5G India 2019: https://t.co/lEdJuLbm6o via @YouTube,twitter,-1.0,Jio
272,"Tech Talks #713 - PUBG Zombie Map, Jio 4G Speed, Samsung S10X 5G, LG V40 ThinQ, Xiaomi Cooker https://t.co/iBDJcMUcCp via @YouTubeIndia",twitter,-1.0,Jio
273,"Jio is committed to create a fully digital Gujarat and best digitally connected state in Gujarat. Jio's network is fully 5G ready. We can make our beloved Gujarat number one in nurturing startups, financial, agri, health technology.... building smart villages: Mukesh Ambani https://t.co/hIh1O89Txd",twitter,1.0,Jio
274,"Jiophone 3,Jio 5G Phone,Xiaomi Dual Punch-Hole Display,Realme Color OS 6,Samsung S-Pen Camera-#758https://t.co/vD18dDGLin https://t.co/ZiWLlJ60VO",twitter,-1.0,Jio
275,"Sunil Bharti Mittal on number game with Reliance Jio, data tariffs, challenges of 5G and more https://t.co/VaS5aLS9Et via @gadgetsnow https://t.co/QFjCYP2c9r",twitter,-1.0,Jio
276,Jio 5g coming soon #AkashAmbani #AkashShlokaWedding https://t.co/hBCRWHgzrz,twitter,-1.0,Jio
277,सबके छक्के छुड़ाने बहुत जल्द आ रहा है Jio का 5G स्मार्टफोन इसके फीचर्स जानकर दंग रह जाओगे https://t.co/Mnw0CNIjp9,twitter,-1.0,Jio
278,"Realme 3 Pro Price,OPPO Reno 5G,Mi Band 4,Jio 1 Crore Subs Record,Redmi Y3 Launch,Qualcomm Audio#793https://t.co/XK5njVIU00 https://t.co/BMpVxHEo7X",twitter,-1.0,Jio
279,"Realme 3 Pro With Oneplus 6T Camera Sensor,Asus 5G Dual-Slider Phone,5G Unlimited Data,Jio E-Com#808https://t.co/jbYUnkNL4T https://t.co/C3jnGjmsTW",twitter,-1.0,Jio
280,"Reliance Jio crosses 300 million subscriber mark: 5G services, challenges ahead and more https://t.co/5u05grQUA0 via @gadgetsnow https://t.co/jPlEzSZ0fO",twitter,-1.0,Jio
281,"Tech Talks #793 - OnePlus 7 Details, TikTok Ban Not Enough, Redmi Y3, Jio 4G, S10 5G Camera  https://t.co/VlfIHhEHQX via @YouTubeIndia",twitter,-1.0,Jio
282,"Realme X Pro Price &amp; Specs,No Redmi X,Jio Super App,Oneplus 7 Pro 12GB, Huawei 5G TV 8K-#829https://t.co/DpNdkhMeDR https://t.co/5OWpPztx59",twitter,-1.0,Jio
283,India ka number one network JIO 5G https://t.co/jFXxhjmuIe,twitter,-1.0,Jio
284,India ka number one network JIO 5G https://t.co/c2x0wa0xfx,twitter,-1.0,Jio
285,India ka number one network JIO 5G https://t.co/bFPdQ9h5oH,twitter,-1.0,Jio
286,India ka number one network JIO 5G https://t.co/XFPhtCSSFP,twitter,-1.0,Jio
287,India ka number one network JIO 5G https://t.co/YEzldr9k9N,twitter,-1.0,Jio
288,India ka number one network JIO 5G https://t.co/WMZwjlkk9u,twitter,-1.0,Jio
289,Jio poised to play key role in development of 5G ecosystem in India: RIL https://t.co/OAuCqdHhRE https://t.co/JJaLQ1h30U,twitter,1.0,Jio
290,"Intel Capital recently invested ₹1894.5cr in Jio Platforms. An analysis of its past investments reveals that Intel might speed up Jio's ventures in 5G, AI, and Laptops...#Jio #JioLaptop https://t.co/qGpRcrMFQq",twitter,1.0,Jio
291,Great news 5G is coming in #india#JioPlatforms hai to dum hai💥#jio #5g #india #trending #jio5g https://t.co/31dkRBRd4A,twitter,-1.0,Jio
292,#Jio has designed and developed a complete #5G solution from scratch. It will be ready for trials as soon as 5G spectrum is available and can be ready for field deployment next year: Mukesh Ambani at #RILAGM.Track latest news updates here https://t.co/6C1pgalUJF https://t.co/4DlljEVV89,twitter,-1.0,Jio
293,After the announcement of 5g services in india by Mukesh Ambani Jio : https://t.co/SV0TxtoxSV,twitter,-1.0,Jio
294,Who got the maximum mentions at #RelianceAGMs2020 India/Indian/Bharat: 120Jio: 78Digital: 30Friends: 215G: 12Google: 11Facebook: 9Intel: 8WhatsApp: 5Microsoft: 2Qualcomm: 1#MukeshAmbani #JioPlatforms https://t.co/sVdrWnwBkN,twitter,-1.0,Jio
295,#MukeshAmbani announced its Jio 5G technology in #RILAGMOther telcos to #RelianceJio : https://t.co/5O6bFr4f3s,twitter,-1.0,Jio
296,#MukeshAmbani announced its Jio 5G technology in #RILAGM https://t.co/SdHLMSJhz7,twitter,-1.0,Jio
297,#MukeshAmbani announced its Jio 5G technology in #RILAGMOther telcos to #RelianceJio : https://t.co/IZbvI9BifE,twitter,-1.0,Jio
298,#MukeshAmbani announced its Jio 5G technology in #RILAGMLe me who is getting 100-150kb max speed in jio 4g : https://t.co/gymoYbS9Vs,twitter,-1.0,Jio
299,Jio announces 5G services. https://t.co/xwhUbawC1l,twitter,-1.0,Jio
300,"BREAKING : After Facebook - Google to invest Rs 33,737 crore for a 7.7 per cent stake in Jio PlatformsJio to launch ‘Made in India’ 5G network.#JioPlatforms #Reliance https://t.co/3PTcZRXdf0",twitter,1.0,Jio
301,"#Watch | Jio has developed 5G solutions from scratch, says #MukeshAmbani at #RILAGM https://t.co/jQffk5sb0v",twitter,-1.0,Jio
302,Mukesh Ambani officially announces launching of  #jio5g Le other Network operators: https://t.co/rBXjtHXib3,twitter,-1.0,Jio
303,"Jio all set to make 5G in India most affordable .Apart from Infrastructure,  Ready with Road map to sell 5G mobiles between Rs2500 -3000 with all features in India",twitter,1.0,Jio
304,"In a major milestone, #JioPlatforms &amp; @Qualcomm achieve over 1Gbps speed on #Jio 5GNR solution, leveraging #Qualcomm 5G RAN Platforms. Both are working jointly to fast track development &amp; roll out of indigenous #5G network &amp; services in India.@reliancejio @qualcomm_in @JioNews https://t.co/PBHRf07yKk",twitter,1.0,Jio
305,#jio5g Coming After Second Half of 2021 in India Says Mukesh AmbaniSome New 5G affordable Phones Also Coming..✌️#IndiaMobileCongress2020 https://t.co/dSHFjxs5Yh,twitter,-1.0,Jio
306,"""#Jio is uniquely positioned to quickly and seamlessly upgrade to #5G. To develop 5G ecosystem, we are working with global partners to develop a range of 5G devices"" :  #MukeshAmbani at #RelianceAGM https://t.co/ujQRe93mng",twitter,1.0,Jio
307,"1GBPS on #jio5g  with made in India Equipments-#RelianceAGM - 'Have Tested Jio 5G Solutions In India &amp; Demonstrated Speeds Of Over 1 Gbps' - #MukeshAmbani Reliance Jio will use Google Cloud to power Jio5G solutions and its miscellaneous internal services such as JioSaavn, JioMart https://t.co/1EhViV8ZxU",twitter,-1.0,Jio
308,#MukeshAmbani said that the company has tested the #JIO5G solutions in India andsuccessfully demonstrated speeds well in excess of 1 GBPS. Jio has also received the necessary regulatory approvals as well as trial spectrum for initiating 5G field-trials. #Jio5G https://t.co/JgVk6aFwFI,twitter,1.0,Jio
309,Jio has been leading the way when it comes to adopting and distributing latest technologies.5G - Comes closer to becoming reality. https://t.co/ELevc5rvhq,twitter,1.0,Jio
310,Jio is the best in 5G revolutionJio will be able to give fast data speed even at a distance of 10 km from the 5G signal tower.@reliancejio @JioCare @reliancegroup @RelianceDigital #Jio https://t.co/jq5apsYX5A,twitter,1.0,Jio
311,"Jio 5G Coming First in Mumbai, Delhi, Chennai &amp; Kolkata by DiwaliLater in end of 2023 All Over India#Jio #RelianceAGM2022 #5G https://t.co/HuQITcdlII",twitter,-1.0,Jio
312,"JIO 5G•Jio Announced that They Will Rollout JIO 5G Services Across Multiple Key Cities: Mumbai,Delhi, Kolkata , Chennai etc by Diwali 2022.•Full PAN India Rollout by Dec 2023.•Jio is Also Working with Google to Launch Affordable 5G Smartphones https://t.co/2Xrf820ejC",twitter,1.0,Jio
313,Hurrey! Waiting for Superfast #Jio 5G lauch this diwali. Million thanks to @flameoftruth in advance for what he and his team has achieved by creating Make in India 5G Technology.  #RIL #JIO5G #AkashAmbani https://t.co/uQ78qYfglq,twitter,1.0,Jio
314,#JIO5G test 🔥🔥Video Courtesy - @EqualLeaks#5G #5GIndia #5GLaunch #JioTrue5G https://t.co/QsbRUCMPwE,twitter,-1.0,Jio
315,"Jio announces the launch of #JioTrue5GBeta trial services to start in Delhi, Mumbai, Kolkata &amp; Varanasi From DussehraJio True 5G welcome offer by invitation for Jio users In Delhi, Mumbai, Kolkata &amp; Varanasi Users to get unlimited 5G data with upto 1 Gbps+ speeds https://t.co/2DebKvhmE2",twitter,1.0,Jio
316,"JIO TRUE 5G Beta Trial services to  start in DELHI, MUMBAI, KOLKATA &amp; VARANASI from DUSSEHRAJio Welcome Offer Users to get unlimited 5G Data With Upto 1 Gbps+ Speeds https://t.co/jTOgzcuugS",twitter,-1.0,Jio
317,"#RELIANCE Reliance Industries Ltd JIO Announces the launch of “JIO TRUE 5G”JIO TRUE 5G is the world’s most advanced 5G service JIO has the largest wireless spectrum for 5G, which gives it a competitive edge over its peers https://t.co/EpcUFc81ci",twitter,1.0,Jio
318,"Jio beta users will get unlimited 5G data with 1Gbps+ speed, however it will be an invite based system only.#JIOTrue5G #5GIndia https://t.co/4jaLglfszB",twitter,-1.0,Jio
319,"#JustIn | #Jio True #5G is now available across #Delhi, #Gurugram, #Noida, #Ghaziabad, #Faridabad &amp; Other Major Locations https://t.co/TG1Us9FF48",twitter,-1.0,Jio
320,"Jio is now the only operator to provide True-5G services across Delhi-NCR, including Delhi, Gurugram, Noida, Ghaziabad, Faridabad and other major locations.#5G https://t.co/RreZB70FAY",twitter,-1.0,Jio
321,"Jio True 5G is now Available Across Delhi, Gurugram, Noida, Ghaziabad, Faridabad &amp; Other Major NCR Locations#Jio #JioTrue5G @flameoftruth @reliancejio https://t.co/Mmev6PbDrK",twitter,-1.0,Jio
322,"#JioTrue5G Drone technology is a boon to the farming community. It helps them in targeted spraying of fertilisers and pesticides, which minimises wastage and maximises crop yields. All this and much more is possible through #JioTrue5G https://t.co/tPfIEuNel6",twitter,1.0,Jio
323,"Jio to launch a series of True 5G-powered initiatives across Education, Healthcare, Agriculture, Industry 4.0 and IOT sectors#JioTrue5G #JioTrue5G  #Gujarat  #JioTrue5GWelcomeOffer https://t.co/WTOuy0luHZ",twitter,1.0,Jio
324,#JioTrue5G 's Standalone 700 MHz spectrum have an edge over the other 5G providers in India. As It's penetration power to provide signals even in basements and deep areas is unmatched.@reliancejio #JioTrue5G #5ginindia #5G https://t.co/dQwdtQYdmC,twitter,-1.0,Jio
325,JIO LAUNCHES TRUE 5G IN UTTARAKHAND Jio is the first and the only operator to launch 5G services in Uttarakhand #JioTrue5G #Uttarakhand #WithLoveFromJio @pushkardhami @reliancejio @flameoftruth https://t.co/yVxgvn9T6k,twitter,-1.0,Jio
326,"Exciting news for Rajouri! Deputy Commissioner @vikashappy87 launches #5G JIO services, bringing lightning-fast internet speeds to the city. Let's embrace the power of technology and stay connected like never before! 🚀🌐 #JIO #Rajouri #digitalindia @diprjk https://t.co/X65UKcYcrW",twitter,1.0,Jio
327,Jio can deploy 5G cell every 10 seconds; deployed 85% 5G network in India: Akash Ambani—A statement released by broadband speed &amp; quality measurement firm Ookla quotes Reliance Jio chairman Akash Ambani as saying that the company has covered the entire country with a 5G network… https://t.co/UOtNlWPNub,twitter,-1.0,Jio
328,"“Jio is deploying a 5G cell every 10 seconds. Jio alone has contributed to 85% of the overall 5G capacity in the country,” Akash Ambani at IMC 2023. #IMC2023 #Jio https://t.co/DjGmvlfhqz",twitter,1.0,Jio
329,Reliance Jio introduces new unlimited 5G plans to be available from 3rd July https://t.co/TsDMAG682r,twitter,-1.0,Jio
330,What's your current Internet speed? Mine :- 180 Kbps ( Jio True 5G ) @stufflistings is there jio down or only for me ? #stufflistingsarmy #JioTrue5G https://t.co/BRpXhSgRdT,twitter,-1.0,Jio
331,ye recharge maine 2july ko kiya tha 4g phn tha Mera ab naye 5g phn me muze unlimited data milega kya (jio) https://t.co/9zI6tzGmZH,twitter,-1.0,Jio
332,Jio hack for 5G users😆 https://t.co/Zb8P0tJWKG,twitter,-1.0,Jio
333,Jio strengthened its market position with the highest subscriber market share gain in the industry. It also completed the world’s fastest rollout of 5G in India.#RelianceAR #RILAnnualReport #WeCare #RelianceForAll https://t.co/ajeKCVf0er,twitter,1.0,Jio
334,"#Jio reported an 11.7% YoY increase in #profit, reaching Rs 5,698 cr for Q1 FY25. It’s maintaining its market lead with a 33% rise in data traffic, &amp; #5G now makes up over 31% of all wireless data traffic.#Dgraphics #data #analytics @reliancejio https://t.co/9Z9FFkgr4m",twitter,1.0,Jio
335,"@reliancejio Looting in the name of 5G, money has been taken for Jio Air 5G booking since last ten days but no hearing till date, where is this best facility???@JioCare 😡 https://t.co/sn4vmc5wYR",twitter,-1.0,Jio
336,"@JioCare 😡😡😡😡😡😡😡😡😡5g jio service not available but why?My data lost,my money lost",twitter,-1.0,Jio
337,"Peak Bengaluru  , while koramangla is hub of start-ups. I'm not able to do calls or connect to 5g bcoz jio team is saying, there are more users in this area. We can't offer services @JioCare @peakbengaluru @BangaloreMirror . https://t.co/W9bzgPmyJV",twitter,-1.0,Jio
338,"Dear @JioCare  Team,  Please Help me I am not able to use JIO 5g from the morning and am only able to use Jio 4G still, and JIO True 5g is showing in network selection, but registration got failed.",twitter,-1.0,Jio
339,Excellent work 👏 jio team 😊 I got 131 mb|s downloading speed in my 5G handset Xiaomi M4 pro 5G . But upload speed is still poor 😕I hope it will be fix soon 😊 @JioCare  @reliancejio https://t.co/9aMHZiSZiW,twitter,-1.0,Jio
340,"#jio5G serviceis like, someone stands at the tower and playing on/off game😞 https://t.co/bVAXkSfphF",twitter,-1.0,Jio
341,"@JioCare @reliancejio For the last few days, Jio's network is not working properly and internet services are very bad. 5G network is not working.",twitter,-1.0,Jio
342,@JioCare @reliancejio not able to use 5G in my area.  Pathetic 5G experience with jio. Think to.port to other network. So please refund my recharge amount that i had done.,twitter,-1.0,Jio
343,Jio ne unlimited 5g data Dena band Kar diya kya?,twitter,-1.0,Jio
344,"My Experience with Jio 5G: Almost present everywhere I go in an urban city. It gives good download speeds, but upload speeds are poor. I really love the presence of 5G because I need faster speeds than what 4G gave to work on the go. I need to download files and work fast… https://t.co/YFQ1FyR8xr",twitter,1.0,Jio
345,Downloading COD Warzone over Jio 5G. ⚡My experience with 5G has been superb but I'm now concerned for when they make it paid. There's no going back to 4G.😭 https://t.co/jKtRCkt9Uq,twitter,-1.0,Jio
346,"Jio will also introduce price hike in their plans in few days.
Plans in the image are the current (non hiked) plans of Jio.",twitter,1.0,Jio
347,@Dhananjay_Tech Even at these levels they would continue to be near about below global average. Indian Telcos have bled themselves for buying spectrum but have not really bothered about value add. Not one has a Netflix comparable. Jio seems to be trying,twitter,-1.0,Jio
348,@Dhananjay_Tech Jio abhi karne ka hai plan hike woh bhi karega,twitter,-1.0,Jio
349,@Dhananjay_Tech Jio is the best among all for now,twitter,1.0,Jio
350,@Dhananjay_Tech #Jio is best,twitter,1.0,Jio
351,@Dhananjay_Tech Jio will release new tariff plans today or tomorrow. It will similar to others..,twitter,1.0,Jio
352,"@Dhananjay_Tech But why the hell are consumers made to bear the cost s... If a company can't survive the competition then does it mean that u make consumers pay more to help them survive... If jio could survive then why can't these... We r ok with Monopoly, but prices need to be low...",twitter,-1.0,Jio
353,@Dhananjay_Tech Sab kuch try nahi kiya lekin fir bhi sahi chuna hai. Using Jio from free period 🤣🤣,twitter,-1.0,Jio
354,@Dhananjay_Tech Hope price does not increase to pre Jio level,twitter,-1.0,Jio
355,@Dhananjay_Tech I think Jio plans mentioned here are not revised one.,twitter,-1.0,Jio
356,@Dhananjay_Tech What about Jio price hike ?,twitter,-1.0,Jio
357,"@Dhananjay_Tech Now i can say, @reliancejio is best 🤩",twitter,1.0,Jio
358,@Dhananjay_Tech @reliancejio is still cheaper than all 444 for 2gb/day,twitter,1.0,Jio
359,"@ArunrajNT44 We are here to help you. Click here to DM your Jio number, alternate number and a brief description of your concern https://t.co/3LgXqjkQPn to assist you further – Prashant",twitter,1.0,Jio
360,@happysingh9197 @Shreyash8696 @Dhananjay_Tech @RaoSumukh @ChinmayDhumal Can you stack on jio? Which means we can do manual activations as opposite to auto renewals?,twitter,-1.0,Jio
361,@Dhananjay_Tech Um jio will increase price ??,twitter,-1.0,Jio
362,@Dhananjay_Tech Sab se ghAtia plan for jio,twitter,-1.0,Jio
363,@Dhananjay_Tech Done for jio https://t.co/Y8mX7IU4qe,twitter,-1.0,Jio
364,@Dhananjay_Tech At the moment the best network in India is @reliancejio . I am happy with the services and rates. But dont increase the tariffs again. Thank you,twitter,1.0,Jio
365,"@Dhananjay_Tech Idea/Vodafone
249₹ 1.5GB/Day 1000 Minutes OffNet 28Days
599₹ 1.5GB/Day 3000 Minutes OffNet 84 Days

Jio
222₹ 2GB/Day 1000 Minutes OffNet 28Days
555₹ 2GB/Day 3000 Minutes OffNet 28Days

Difference:
-27₹ +500MB/Day Additional Data(Jio)
-44₹ +500MB/Day Additional Data(Jio)",twitter,-1.0,Jio
366,@Dhananjay_Tech Jio will not update its plan as its plans are already as per norms,twitter,-1.0,Jio
367,@Dhananjay_Tech Jio fares still old ones. They will probably list them tomorrow,twitter,-1.0,Jio
368,@Dhananjay_Tech And everyone was mocking jio for tariff hike😏,twitter,-1.0,Jio
369,@Dhananjay_Tech The funniest thing on jio is that what's a difference in 444/ 555 pack where u get same validity with same data,twitter,1.0,Jio
370,"@Dhananjay_Tech It is jio's all in plan, not New All In Plan
Pls check carefully",twitter,-1.0,Jio
371,"Play like a knight, watch like a champion! 👑 
Get endless entertainment with JioAirFiber.

Upgrade to JioAirFiber today: https://t.co/TP5kzQrfAi

#WithLoveFromJio #JioAirFiber #KolkataKnightRiders

@KKRiders https://t.co/zrNVTZUMac",twitter,1.0,Jio
372,@reliancejio @KKRiders Thanks @reliancejio @JioCare  Installation was completed within 24 Hours.. the engineer was highly knowledgeable and gave a proper demo on the devices. https://t.co/clSxCl0J7Z,twitter,1.0,Jio
373,"@reliancejio @KKRiders Sir, my fiber connection not working for last 2 days. All information provided as requested. Will u extend the lost days? What is TAT?",twitter,-1.0,Jio
374,@reliancejio @KKRiders Very funny @reliancejio  I have ur air fibre connection since last 8 days I am unable to use it bcs of problem in ur device . I complained on 6 aug but still no one came to resolve it . If possible kindly return my money rupees 2120. https://t.co/aTc2a4S9Bg,twitter,-1.0,Jio
375,"@reliancejio @KKRiders @reliancejio yesterday I made a booking of Air fiber with Order no. NO00011UQ1UF. It has been beyond 24 hrs, but neither any scheduled visit has been made nor any engineers called for coming for installation . We have paid overall advance. Is this type of service we will enjoy?",twitter,-1.0,Jio
376,@reliancejio @KKRiders From two days waiting for Jio Fiber connection. Really very slow,twitter,-1.0,Jio
377,"@reliancejio @KKRiders @reliancejio  I made a booking of Air fiber with Reference no. LR000009MWZ2 on 6 August, but neither any scheduled visit has been made nor any engineer called for coming for installation . I have paid overall advance. The order is also put on hold.Please resolve the issue...",twitter,-1.0,Jio
378,"@reliancejio @KKRiders advertising unlimited data  after booking 1000 gb data ,then after getting connection only 130 gb https://t.co/Ly5yS50XhN",twitter,-1.0,Jio
379,@reliancejio @KKRiders Dear fraudsters few days ago i have registered a complaint against balwant singh from santkabir still no action against him.Why? I need action against him or compensation and remember one thing I'll not explain again check your dm if u will I'll abuse you directly it's my warning,twitter,-1.0,Jio
380,"@reliancejio @KKRiders Jio internet is so slow in our area, so now it seems that we will have to port to BSNL, the recharge rate will increase but the net speed will remain slow.",twitter,-1.0,Jio
381,@reliancejio Jio 5g speed in our area nangal choudhary in main city is of 3g for last 1month. I have complaint on jio care but no action has been taken regarding speed. Also there is unstable network. Please solve it asap @AmreliaRuhez @TechnicalGuruji @tech_burner @GyanTherapy https://t.co/jcNxiRtmhe,twitter,-1.0,Jio
382,"@reliancejio @KKRiders Subject: Urgent: Non-Installation of Jio AirFiber Despite Confirmation and Payment

Dear Jio Customer Care,

I am writing to express my disappointment and frustration regarding the non-installation of Jio AirFiber at my residence, despite confirmation and payment made 9 days aho",twitter,-1.0,Jio
383,"@reliancejio @KKRiders I have placed order for Jio Airfiber max connection on 6th June 2024, paid Rs 1000 as deposit amount. your team mentioned technically not possible. I am yet to get my money back. its been more then 2 months. No proper response from jio. requesting everyone not to pay any deposit.",twitter,-1.0,Jio
384,"@reliancejio @KKRiders world's dirtiest network. After the recharge of the company is over, you will be informed by calling three times a day, but as soon as you get the recharge done, its gimmicks start and its network does not work. It seems that he got his son married by selling all the mobile towe",twitter,-1.0,Jio
385,@reliancejio Air Fibre और Freedom Offer के नाम पर हजारों करोड़ रूपए इकठ्ठा करने वाले हैं @reliancejio Booking के समय ₹1000 लेता हैं और installation करते नहीं हैं आप सब इस Freedom Offer में Booking मत करना installation नहीं होगा और परेशानी अलग होगा https://t.co/ZU55uOnAMk,twitter,-1.0,Jio
386,@reliancejio @KKRiders verry bed service,twitter,-1.0,Jio
387,@reliancejio @KKRiders 18-07- se book kiya h aaj tak nahi lgaya gya h Order me jakar dekhte h to on hold hi bta rahe h 23 days ho gye Kya matlab h ese bavkub bnane ka. Koi mat book krwana dosto bhut dhokebaj h ye log 1000 rs advance le lete h fir customer care per bhi koi bat nahi krte ghumate h bus,twitter,-1.0,Jio
388,@reliancejio @KKRiders Aaj tak live tv channel nhi mile so jo provide nhi kare sakte hoo wo ads mat kya karo,twitter,-1.0,Jio
389,@reliancejio @KKRiders https://t.co/p0AJQiGUQj,twitter,-1.0,Jio
390,@reliancejio Freedom Offer में Jio Air fiber Book करके में गलती कर दिया ₹1000 भी लग गया और installation भी नहीं कर रहा Jio वाले आप सब मत Book करना नहीं तो Installation भी नहीं होगा और परेशानी अलग होगा,twitter,-1.0,Jio
391,@reliancejio @KKRiders Aj 10 August ho gya ha kab installation hoga mera marna ka bad https://t.co/GQMWFhkI2Y,twitter,-1.0,Jio
392,"@reliancejio @reliancejio yesterday I made a booking of Air fiber with Order no. LR000009JJ96 It has been beyond 24 hrs, but neither any scheduled visit has been made nor any engineers called for coming for installation . We have paid overall advance. Is this type of service we will enjoy?",twitter,-1.0,Jio
393,@reliancejio @KKRiders Play like a knight WATCH like a bagger Get endless disappointment with Jio Air Fiber. 100 Mbps speed https://t.co/y6jmKHmhP9,twitter,-1.0,Jio
394,"@reliancejio @KKRiders I have paid advance rental for air fiber
after using for 4 months the connection is not working and jio is unable to resolve also they will not refund as it’s their company policy to not refund even if the connection is not working",twitter,-1.0,Jio
395,@reliancejio @KKRiders Installation free nhi hai installation ke liye 650 liye ja rahe hai https://t.co/QmA5W1YBFy,twitter,-1.0,Jio
396,@reliancejio Why you are spamming with this kind of messages? Dont you know which language your customer speaks? This itself is enough to cancel Airfiber subscription. https://t.co/oVGGepOpn7,twitter,-1.0,Jio
397,"@reliancejio @KKRiders The #most #disgusting and #pathetic #Network of @reliancejio .
#price #increased 30 #TimesNow and #Connectivity gone from #bad to #Worse 
@RIL_Updates @_MukeshAmbani @ITU @GoI_MeitY",twitter,-1.0,Jio
398,"@reliancejio @KKRiders Sir, please close this because it will ruin the image of your company. https://t.co/ukmJMxL3So",twitter,-1.0,Jio
399,"@reliancejio @KKRiders It's been a long time since 5g network came in our area, it's getting very good service, but Jio AirFiber service is still not available.  The reason for this is not yet understood.  Our location is Dolkhamb, Shahapur, Maharashtra -421601 @JioCare @reliancejio @JioNews @JioChat",twitter,-1.0,Jio
400,@reliancejio @KKRiders @KKRiders @KhanSharu don't support these kind of scam and don't damage your name very poor service.,twitter,-1.0,Jio
401,@reliancejio @KKRiders Pay like a knight and forget about internet!!! @reliancejio @JioCare the complaint is still pending after three months. Your DM is also not working. What should I do?,twitter,-1.0,Jio
402,@reliancejio @KKRiders There is a fraud of agents in kannamangla Bengaluru... Where they are directly taking advance to hit target and not responding after that and not adjusting advance ... Pl resolve asap,twitter,-1.0,Jio
403,@reliancejio @KKRiders any one want to upgrade to jio fiber then go through this tweets and decide...think 10 times before you take connection...fakechampions jio fiber  https://t.co/LGU3OhLAKU,twitter,-1.0,Jio
404,@reliancejio @KKRiders Pathetic service it's been for more than 1 month still refund is not processed...,twitter,-1.0,Jio
405,@reliancejio @KKRiders Jio kyo aap log use kar rhe ho other brand me jao,twitter,-1.0,Jio
406,@reliancejio @KKRiders Scam jio,twitter,-1.0,Jio
407,"@reliancejio @KKRiders The Jio fiber wires were broken at our place, so I also complained but till now no one has heard my complaint. I am very upset since last 4 days. Your service is very bad. @excitel_rocks",twitter,-1.0,Jio
408,"@reliancejio @KKRiders SR000020J4J8
customers money is siphoned like this in the name of limitations and policies....FRC  @_MukeshAmbani @AkashAmban22525 @DoT_India @JioCare @consumerCOMPLNS",twitter,-1.0,Jio
409,@reliancejio @KKRiders एयरफाइवर सबसे घटिया सर्विस https://t.co/wBFjGkpNjh,twitter,-1.0,Jio
410,@reliancejio @KKRiders Fraud,twitter,-1.0,Jio
411,@reliancejio @KKRiders Your world class infra in my area https://t.co/lb0R7obL0O,twitter,-1.0,Jio
412,"@reliancejio @KKRiders Inke customer care me bat hi nahi hoto network issue bataye to kise

Rate to badha diye chutiya bana rahe 

Port Bsnl",twitter,-1.0,Jio
413,@reliancejio @KKRiders Jio is the best i have recommended jio to all my lovelies 🤝 https://t.co/WHSyKdntZG,twitter,1.0,Jio
414,@reliancejio @KKRiders This is baskas service I am using this and make complaint but no engineer comes to solve my problem,twitter,-1.0,Jio
415,@reliancejio @KKRiders Why #JioBp app is not available in @GooglePlay to access reward points and claim?,twitter,-1.0,Jio
416,"@reliancejio @KKRiders My issue got resolved. My Auto refill is on now. I am very happy now. Thanks team Pandua, Thanks team Jio. Regards",twitter,1.0,Jio
